date,disease,pathway,countries,who_report_url
2006-08-17,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_17-en
2006-08-14,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_14-en
2006-08-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_14a-en
2006-08-09,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_09-en
2006-08-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_08-en
2006-08-08,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_08a-en
2006-08-08,Crimean-Congo haemorrhagic fever,livestock,CG TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_08b-en
2006-08-07,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2006_08_07-en
2006-07-26,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2006_07_26-en
2006-07-25,Lassa fever,wildlife,DE,https://www.who.int/emergencies/disease-outbreak-news/item/2006_07_25-en
2006-07-20,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_07_20-en
2006-07-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_07_14-en
2006-07-04,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_07_04-en
2006-06-30,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_30-en
2006-06-20,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_20-en
2006-06-16,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_16-en
2006-06-15,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_15-en
2006-06-14,Plague,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_14-en
2006-06-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_06_06b-en
2006-05-31,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_31-en
2006-05-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_29-en
2006-05-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_23-en
2006-05-19,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_19-en
2006-05-18,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_18c-en
2006-05-18,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_18b-en
2006-05-12,Avian influenza,birds,DJ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_12-en
2006-05-08,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_08-en
2006-05-05,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_05-en
2006-05-04,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_05_04-en
2006-04-27,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_27-en
2006-04-21,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_21a-en
2006-04-19,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_19a-en
2006-04-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_19-en
2006-04-13,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_13-en
2006-04-12,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_12-en
2006-04-11,Avian influenza,birds,AZ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_11-en
2006-04-06,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_06a-en
2006-04-04,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_04-en
2006-04-03,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_04_03-en
2006-03-29,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_29-en
2006-03-24,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_24c-en
2006-03-21,Avian influenza,birds,AZ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_21a-en
2006-03-20,Avian influenza,birds,EG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_20-en
2006-03-14,Avian influenza,birds,AZ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_14-en
2006-03-13,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_13-en
2006-03-10,Avian influenza,birds,AZ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_10a-en
2006-03-09,Avian influenza,birds,DE,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_09a-en
2006-03-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_08-en
2006-03-06,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_06a-en
2006-03-01,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_03_01a-en
2006-02-28,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_28a-en
2006-02-27,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_27a-en
2006-02-23,Avian influenza,birds,IN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_23-en
2006-02-22,Avian influenza,birds,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_22-en
2006-02-21,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_21b-en
2006-02-21,Avian influenza,birds,IN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_21-en
2006-02-20,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_20-en
2006-02-17,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_17-en
2006-02-13,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_13a-en
2006-02-09,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_09-en
2006-02-08,Avian influenza,birds,NG,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_08-en
2006-02-07,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_07-en
2006-02-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_06-en
2006-02-02,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_02_02-en
2006-01-30,Avian influenza,birds,IQ,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_30a-en
2006-01-30,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_30-en
2006-01-25,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_25a-en
2006-01-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_23-en
2006-01-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_19-en
2006-01-18,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_18-en
2006-01-16,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_16-en
2006-01-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_14-en
2006-01-12,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_12-en
2006-01-10,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_10a-en
2006-01-09,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_09-en
2006-01-07,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_07-en
2006-01-05,Avian influenza,birds,TR,https://www.who.int/emergencies/disease-outbreak-news/item/2006_01_05-en
2005-12-30,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_30-en
2005-12-23,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_23-en
2005-12-19,Yellow fever,vector,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_19-en
2005-12-16,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_16-en
2005-12-14,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_14-en
2005-12-09,Avian influenza,birds,CN TH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_09-en
2005-12-09,Yellow fever,vector,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_09a-en
2005-12-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_07a-en
2005-12-06,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_12_06-en
2005-11-29,Avian influenza,birds,CN ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_29-en
2005-11-28,Yellow fever,vector,ML,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_28a-en
2005-11-25,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_25-en
2005-11-24,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_24-en
2005-11-21,Yellow fever,vector,SD,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_21-en
2005-11-17,Avian influenza,birds,CN ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_17-en
2005-11-16,Yellow fever,vector,ML,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_16-en
2005-11-14,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_14-en
2005-11-10,Yellow fever,vector,ML,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_10-en
2005-11-09,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_09-en
2005-11-07,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_07-en
2005-11-03,Yellow fever,vector,ML,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_03-en
2005-11-02,Yellow fever,vector,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_02-en
2005-11-01,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_11_01-en
2005-10-24,Avian influenza,birds,ID TH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_10_24-en
2005-10-20,Avian influenza,birds,TH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_10_20a-en
2005-10-13,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2005_10_13-en
2005-10-10,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_10_10-en
2005-09-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_29-en
2005-09-22,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_22a-en
2005-09-19,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_19-en
2005-09-16,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_16-en
2005-09-13,Japanese encephalitis,vector,IN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_09_13a-en
2005-08-31,Yellow fever,vector,GN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_08_31-en
2005-08-24,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_08_24-en
2005-08-18,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2005_08_18-en
2005-08-05,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_08_05-en
2005-07-29,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_07_29c-en
2005-07-29,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_07_29a-en
2005-07-21,Avian influenza,birds,ID,https://www.who.int/emergencies/disease-outbreak-news/item/2005_07_21a-en
2005-07-13,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_07_13-en
2005-06-30,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_30-en
2005-06-28,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_28-en
2005-06-17,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_17a-en
2005-06-16,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_16a-en
2005-06-14,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_14b-en
2005-06-08,Avian influenza,birds,VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_08a-en
2005-06-07,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_06_07-en
2005-05-27,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_27a-en
2005-05-25,Ebola and Sudan virus disease,wildlife,CG,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_25-en
2005-05-19,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_19-en
2005-05-18,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_18a-en
2005-05-11,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_11-en
2005-05-06,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_06-en
2005-05-04,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_05_04-en
2005-04-29,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_29-en
2005-04-22,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_22-en
2005-04-21,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_21-en
2005-04-15,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_15-en
2005-04-14,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_14a-en
2005-04-13,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_13-en
2005-04-12,Avian influenza,birds,KH,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_12-en
2005-04-11,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_11-en
2005-04-08,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_08a-en
2005-04-07,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_07-en
2005-04-06,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_06-en
2005-04-05,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_05-en
2005-04-04,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_04a-en
2005-04-01,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_04_01-en
2005-03-31,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_03_31a-en
2005-03-30,Avian influenza,birds,KR,https://www.who.int/emergencies/disease-outbreak-news/item/2005_03_30-en
2005-03-29,Avian influenza,birds,KH VN,https://www.who.int/emergencies/disease-outbreak-news/item/2005_03_29b-en
2005-03-29,Marburg virus disease,wildlife,AO,https://www.who.int/emergencies/disease-outbreak-news/item/2005_03_29a-en
