date,disease,pathway,countries,who_report_url
2017-11-15,Marburg virus disease,wildlife,KE UG,https://www.who.int/emergencies/disease-outbreak-news/item/15-november-2017-marburg-uganda-kenya-en
2017-11-10,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/10-november-2017-mers-oman-en
2017-11-07,Marburg virus disease,wildlife,KE UG,https://www.who.int/emergencies/disease-outbreak-news/item/7-november-2017-marburg-en
2017-11-07,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/7-november-2017-mers-saudi-arabia-en
2017-11-02,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/02-november-2017-plague-madagascar-en
2017-10-26,Plague,wildlife,SC,https://www.who.int/emergencies/disease-outbreak-news/item/26-october-2017-plague-seychelles-en
2017-10-26,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/26-october-2017-ah7n9-china-en
2017-10-25,Marburg virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/25-october-2017-marburg-uganda-en
2017-10-15,Plague,wildlife,SC,https://www.who.int/emergencies/disease-outbreak-news/item/15-october-2017-plague-seychelles-en
2017-10-09,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/09-october-2017-mers-saudi-arabia-en
2017-10-02,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/02-october-2017-plague-madagascar-en
2017-09-29,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/29-september-2017-plague-madagascar-en
2017-09-21,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/21-september-2017-mers-uae-en
2017-09-13,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/13-september-2017-ah7n9-china-en
2017-09-12,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/12-september-2017-mers-oman-en
2017-09-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/6-september-2017-mers-saudi-arabia-en
2017-09-05,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/5-september-2017-ah7n9-china-en
2017-08-30,Yellow fever,vector,FR GF,https://www.who.int/emergencies/disease-outbreak-news/item/30-august-2017-yellow-fever-french-guiana-en
2017-08-28,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/28-august-2017-mers-uae-en
2017-08-17,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/17-august-2017-mers-saudi-arabia-en
2017-08-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/07-august-2017-ah7n9-china-en
2017-07-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-july-2017-ah7n9-china-en
2017-07-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/06-july-2017-mers-saudi-arabia-en
2017-07-04,MERS,livestock,LB,https://www.who.int/emergencies/disease-outbreak-news/item/04-july-2017-mers-lebanon-en
2017-06-28,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/28-june-2017-lassa-fever-nigeria-en
2017-06-28,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/28-june-2017-mers-saudi-arabia-en
2017-06-28,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/28-june-2017-ah7n9-china-en
2017-06-19,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/19-june-2017-mers-saudi-arabia-en
2017-06-13,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/13-june-2017-mers-saudi-arabia-en
2017-06-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/08-june-2017-ah7n9-china-en
2017-06-06,MERS,livestock,AE QA SA,https://www.who.int/emergencies/disease-outbreak-news/item/06-june-2017-mers-en
2017-05-23,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/23-may-2017-ah7n9-china-en
2017-05-18,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/18-may-2017-ah7n9-china-en
2017-05-13,Ebola and Sudan virus disease,wildlife,CD,https://www.who.int/emergencies/disease-outbreak-news/item/13-may-2017-ebola-drc-en
2017-05-09,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/09-may-2017-ah7n9-china-en
2017-05-01,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/01-may-2017-ah7n9-china-en
2017-04-27,MERS,livestock,QA SA,https://www.who.int/emergencies/disease-outbreak-news/item/27-april-2017-mers-saudi-arabia-and-qatar-en
2017-04-24,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/24-april-2017-mers-uae-en
2017-04-20,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/20-april-2017-ah7n9-china-en
2017-04-18,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/18-april-2017-ah7n9-china-en
2017-04-05,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/05-april-2017-ah7n9-china-en
2017-04-04,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/04-april-2017-mers-qatar-en
2017-04-04,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/04-april-2017-yellow-fever-brazil-en
2017-04-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/03-april-2017-mers-saudi-arabia-en
2017-04-03,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/03-april-2017-ah7n9-china-en
2017-03-28,Yellow fever,vector,SR,https://www.who.int/emergencies/disease-outbreak-news/item/28-march-2017-yellow-fever-suriname-en
2017-03-23,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2017-ah7n9-china-en
2017-03-20,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/20-march-2017-yellow-fever-brazil-en
2017-03-16,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/16-march-2017-ah7n9-china-en
2017-03-15,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/15-march-2017-ah7n9-china-en
2017-03-10,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/10-march-2017-mers-saudi-arabia-en
2017-03-10,Lassa fever,wildlife,BF BJ TG,https://www.who.int/emergencies/disease-outbreak-news/item/10-march-2017-lassa-fever-benin-togo-burkina-faso-en
2017-03-06,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/06-march-2017-yellow-fever-brazil-en
2017-02-27,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/27-february-2017-ah7n9-china-en
2017-02-24,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/24-february-2017-yellow-fever-brazil-en
2017-02-22,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/22-february-2017-ah7n9-china-en
2017-02-20,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/20-february-2017-ah7n9-china-en
2017-02-10,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/10-february-2017-mers-saudi-arabia-en
2017-01-27,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/27-january-2017-yellow-fever-brazil-en
2017-01-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-january-2017-mers-saudi-arabia-en
2017-01-18,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/18-january-2017-ah7n9-china-en
2017-01-17,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/17-january-2017-mers-saudi-arabia-en
2017-01-17,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/17-january-2017-ah7n9-china-en
2017-01-13,Yellow fever,vector,BR,https://www.who.int/emergencies/disease-outbreak-news/item/13-january-2017-yellow-fever-brazil-en
2017-01-09,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/09-january-2017-plague-mdg-en
2017-01-03,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/03-january-2017-ah7n9-china-en
2016-12-23,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/23-december-2016-ah7n9-china-en
2016-12-19,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/19-december-2016-2-mers-saudi-arabia-en
2016-12-19,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/19-december-2016-1-mers-saudi-arabia-en
2016-12-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-december-2016-2-ah7n9-china-en
2016-12-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-december-2016-1-ah7n9-china-en
2016-12-08,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/8-december-2016-mers-oman-en
2016-12-07,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/07-december-2016-ah5n6-china-en
2016-12-05,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/5-december-2016-mers-saudi-arabia-en
2016-11-28,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/28-november-2016-mers-saudi-arabia-en
2016-11-24,Rift Valley fever,livestock,NE,https://www.who.int/emergencies/disease-outbreak-news/item/24-november-2016-rift-valley-fever-niger-en
2016-11-17,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/17-november-2016-ah7n9-china-en
2016-11-11,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/11-november-2016-mers-saudi-arabia-en
2016-10-31,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/31-october-2016-mers-saudi-arabia-en
2016-10-13,Mpox,wildlife,CF,https://www.who.int/emergencies/disease-outbreak-news/item/13-october-2016-monkeypox-caf-en
2016-09-29,Rift Valley fever,livestock,NE,https://www.who.int/emergencies/disease-outbreak-news/item/29-september-2016-rift-valley-fever-niger-en
2016-09-21,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/21-september-2016-mers-saudi-arabia-en
2016-09-20,MERS,livestock,AT,https://www.who.int/emergencies/disease-outbreak-news/item/20-september-2016-mers-austria-en
2016-09-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-september-2016-mers-saudi-arabia-en
2016-08-26,MERS,livestock,TH,https://www.who.int/emergencies/disease-outbreak-news/item/26-august-2016-mers-thailand-en
2016-08-17,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/17-august-2016-ah7n9-china-en
2016-08-02,Rift Valley fever,livestock,CN,https://www.who.int/emergencies/disease-outbreak-news/item/02-august-2016-rift-valley-fever-china-en
2016-07-25,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/25-july-2016-mers-saudi-arabia-en
2016-07-22,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/22-july-2016-ah7n9-china-en
2016-07-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/06-july-2016-mers-saudi-arabia-en
2016-07-01,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/01-july-2016-ah7n9-china-en
2016-06-29,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/29-june-2016-mers-qatar-en
2016-06-22,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/22-june-2016-mers-saudi-arabia-en
2016-06-21,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/21-june-2016-mers-uae-en
2016-06-21,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/21-june-2016-mers-saudi-arabia-en
2016-06-19,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/19-june-2016-mers-saudi-arabia-en
2016-06-14,Yellow fever,vector,AO,https://www.who.int/emergencies/disease-outbreak-news/item/14-june-2016-yellow-fever-angola-en
2016-06-13,Lassa fever,wildlife,BJ,https://www.who.int/emergencies/disease-outbreak-news/item/13-june-2016-lassa-fever-benin-en
2016-06-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/08-june-2016-ah5n6-china-en
2016-06-03,Oropouche fever,vector,PE,https://www.who.int/emergencies/disease-outbreak-news/item/03-june-2016-oropouche-peru-en
2016-06-02,Yellow fever,vector,CD,https://www.who.int/emergencies/disease-outbreak-news/item/02-june-2016-yellow-fever-drc-en
2016-05-27,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/27-may-2016-lassa-fever-nigeria-en
2016-05-18,Lassa fever,wildlife,LR,https://www.who.int/emergencies/disease-outbreak-news/item/18-may-2016-lassa-fever-liberia-en
2016-05-17,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/17-may-2016-ah7n9-china-en
2016-05-16,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/16-may-2016-mers-qatar-en
2016-05-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-may-2016-mers-saudi-arabia-en
2016-05-10,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/10-may-2016-ah5n6-china-en
2016-05-06,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/6-may-2016-ah5n6-china-en
2016-05-03,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/3-may-2016-ah7n9-china-en
2016-05-02,Yellow fever,vector,UG,https://www.who.int/emergencies/disease-outbreak-news/item/02-may-2016-yellow-fever-uganda-en
2016-05-02,Yellow fever,vector,CD,https://www.who.int/emergencies/disease-outbreak-news/item/02-may-2016-yellow-fever-drc-en
2016-04-27,Lassa fever,wildlife,DE,https://www.who.int/emergencies/disease-outbreak-news/item/27-april-2016-lassa-fever-germany-en
2016-04-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-april-2016-mers-saudi-arabia-en
2016-04-26,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/26-april-2016-avian-ah7n9-china-en
2016-04-25,MERS,livestock,BH,https://www.who.int/emergencies/disease-outbreak-news/item/25-april-2016-mers-bahrain-en
2016-04-22,Yellow fever,vector,CN,https://www.who.int/emergencies/disease-outbreak-news/item/22-april-2016-yellow-fever-china-en
2016-04-22,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/22-april-2016-mers-saudi-arabia-en
2016-04-14,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/14-april-2016-mers-saudi-arabia-en
2016-04-13,Yellow fever,vector,AO,https://www.who.int/emergencies/disease-outbreak-news/item/13-april-2016-yellow-fever-angola-en
2016-04-11,Yellow fever,vector,CD,https://www.who.int/emergencies/disease-outbreak-news/item/11-april-2016-yellow-fever-drc-en
2016-04-08,Lassa fever,wildlife,SE,https://www.who.int/emergencies/disease-outbreak-news/item/8-april-2016-lassa-fever-sweden-en
2016-04-06,Yellow fever,vector,KE,https://www.who.int/emergencies/disease-outbreak-news/item/6-april-2016-yellow-fever-kenya-en
2016-04-06,Yellow fever,vector,CN,https://www.who.int/emergencies/disease-outbreak-news/item/6-april-2016-yellow-fever-china-en
2016-03-29,Yellow fever,vector,CN,https://www.who.int/emergencies/disease-outbreak-news/item/29-march-2016-yellow-fever-china-en
2016-03-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/29-march-2016-avian-ah7n9-china-en
2016-03-23,Lassa fever,wildlife,DE,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2016-lassa-fever-germany-en
2016-03-23,Lassa fever,wildlife,TG,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2016-lassa-fever-togo-en
2016-03-23,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2016-ah5n6-china-en
2016-03-23,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2016-avian-ah7n9-china-en
2016-03-23,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/23-march-2016-mers-saudi-arabia-en
2016-03-22,Yellow fever,vector,AO,https://www.who.int/emergencies/disease-outbreak-news/item/22-march-2016-yellow-fever-angola-en
2016-03-21,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/21-march-2016-mers-saudi-arabia-en
2016-03-18,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/18-march-2016-mers-saudi-arabia-en
2016-03-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-march-2016-mers-saudi-arabia-en
2016-03-14,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/14-march-2016-mers-saudi-arabia-en
2016-03-10,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/10-march-2016-mers-saudi-arabia-en
2016-03-10,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/10-march-2016-mers-qatar-en
2016-02-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/29-february-2016-mers-saudi-arabia-en
2016-02-25,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/25-february-2016-avian-influenza-china-en
2016-02-19,Lassa fever,wildlife,BJ,https://www.who.int/emergencies/disease-outbreak-news/item/19-february-2016-lassa-fever-benin-en
2016-02-12,Yellow fever,vector,AO,https://www.who.int/emergencies/disease-outbreak-news/item/12-february-2016-yellow-fever-angola-en
2016-02-10,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/10-february-2016-avian-influenza-china-en
2016-02-02,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2-february-2016-mers-saudi-arabia-en
2016-01-29,MERS,livestock,TH,https://www.who.int/emergencies/disease-outbreak-news/item/29-january-2016-mers-thailand-en
2016-01-27,Lassa fever,wildlife,NG,https://www.who.int/emergencies/disease-outbreak-news/item/27-january-2016-lassa-fever-nigeria-en
2016-01-26,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/26-january-2016-mers-are-en
2016-01-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-january-2016-mers-saudi-arabia-en
2016-01-26,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/26-january-2016-avian-influenza-china-en
2016-01-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-january-2016-avian-influenza-china-en
2016-01-11,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/11-january-2016-avian-influenza-china-en
2016-01-07,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/7-january-2016-mers-oman-en
2016-01-04,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/4-january-2016-mers-saudi-arabia-en
2016-01-04,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/4-january-2016-avian-influenza-china-en
2015-12-17,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/17-december-2015-avian-influenza-china-en
2015-12-04,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/4-december-2015-mers-saudi-arabia-en
2015-11-13,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/13-november-2015-avian-influenza-china-en
2015-11-13,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/13-november-2015-mers-saudi-arabia-en
2015-10-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/29-october-2015-mers-saudi-arabia-en
2015-10-25,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/25-october-2015-mers-korea-en
2015-10-22,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/22-october-2015-mers-saudi-arabia-en
2015-10-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-october-2015-avian-influenza-china-en
2015-10-12,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/12-october-2015-mers-saudi-arabia-en
2015-10-12,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/12-october-2015-mers-jordan-en
2015-10-01,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/01-october-2015-mers-jordan-en
2015-09-30,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/30-september-2015-mers-saudi-arabia-en
2015-09-27,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/27-september-2015-mers-saudi-arabia-en
2015-09-23,MERS,livestock,KW,https://www.who.int/emergencies/disease-outbreak-news/item/23-september-2015-mers-kuwait-en
2015-09-18,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/18-september-2015-mers-jordan-en
2015-09-17,West Nile fever,birds,PT,https://www.who.int/emergencies/disease-outbreak-news/item/17-september-2015-wnv-en
2015-09-17,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/17-september-2015-mers-saudi-arabia-en
2015-09-09,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/09-september-2015-mers-saudi-arabia-en
2015-09-08,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/08-september-2015-mers-saudi-arabia-en
2015-09-06,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/06-september-2015-mers-jordan-en
2015-09-06,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/06-september-2015-plague-en
2015-09-02,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/02-september-2015-mers-saudi-arabia-en
2015-09-01,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/01-september-2015-mers-jordan-en
2015-08-27,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/27-august-2015-mers-saudi-arabia-en
2015-08-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-august-2015-mers-saudi-arabia-en
2015-08-21,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/21-august-2015-mers-saudi-arabia-en
2015-08-18,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/18-august-2015-mers-saudi-arabia-en
2015-08-12,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/12-august-2015-mers-saudi-arabia-en
2015-08-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/06-august-2015-mers-saudi-arabia-en
2015-07-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/29-july-2015-mers-saudi-arabia-en
2015-07-24,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/24-july-2015-mers-saudi-arabia-en
2015-07-21,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/21-july-2015-mers-korea-en
2015-07-18,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/18-july-2015-avian-influenza-china-en
2015-07-17,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/17-july-2015-mers-korea-en
2015-07-14,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/14-july-2015-mers-korea-en
2015-07-14,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/14-july-2015-avian-influenza-en
2015-07-10,MERS,livestock,TH,https://www.who.int/emergencies/disease-outbreak-news/item/10-july-2015-mers-thailand-en
2015-07-10,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/10-july-2015-mers-korea-en
2015-07-10,MERS,livestock,PH,https://www.who.int/emergencies/disease-outbreak-news/item/10-july-2015-mers-philippines-en
2015-07-08,MERS,livestock,PH,https://www.who.int/emergencies/disease-outbreak-news/item/08-july-2015-mers-philippines-en
2015-07-07,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/07-july-2015-mers-korea-en
2015-07-03,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/03-july-2015-mers-korea-en
2015-07-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/03-july-2015-mers-saudi-arabia-en
2015-06-30,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/30-june-2015-mers-korea-en
2015-06-26,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/26-june-2015-mers-korea-en
2015-06-26,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/26-june-2015-mers-are-en
2015-06-23,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/23-june-2015-mers-korea-en
2015-06-23,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/23-june-2015-mers-saudi-arabia-en
2015-06-20,MERS,livestock,TH,https://www.who.int/emergencies/disease-outbreak-news/item/20-june-2015-mers-thailand-en
2015-06-19,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/19-june-2015-mers-korea-en
2015-06-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-june-2015-mers-saudi-arabia-en
2015-06-16,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/16-june-2015-mers-korea-en
2015-06-16,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/16-june-2015-mers-are-en
2015-06-15,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/15-june-2015-avian-influenza-china-en
2015-06-12,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/12-june-2015-mers-korea-en
2015-06-11,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/11-june-2015-mers-saudi-arabia-en
2015-06-09,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/09-june-2015-mers-korea-en
2015-06-09,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/09-june-2015-mers-are-en
2015-06-08,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/08-june-2015-mers-korea-en
2015-06-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/06-june-2015-mers-saudi-arabia-en
2015-06-06,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/06-june-2015-mers-korea-en
2015-06-05,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/05-june-2015-mers-korea-en
2015-06-04,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/04-june-2015-mers-korea-en
2015-06-04,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/04-june-2015-mers-saudi-arabia-en
2015-06-04,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/04-june-2015-mers-oman-en
2015-06-01,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/01-june-2015-mers-korea-en
2015-06-01,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/01-june-2015-mers-saudi-arabia-en
2015-05-31,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/31-may-2015-mers-qatar-en
2015-05-31,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/31-may-2015-mers-korea-en
2015-05-30,MERS,livestock,CN,https://www.who.int/emergencies/disease-outbreak-news/item/30-may-2015-mers-china-en
2015-05-30,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/30-may-2015-mers-korea-en
